Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
sk는 삼바와 어깨를 나란히 한다 흥분,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,0.9856908259709803,False
뭔가 좋은느낌,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
흥분된다 너무나도 물량으 적극적으로 먹는,-1,-1_만원_sk_sk바이오팜_갔으면,"['만원', 'sk', 'sk바이오팜', '갔으면', '간다고', '공뇌에게', '공매로', '과감한', '결단으로', '꿈의가격']","['올해말엔 만원 갔으면', '월부터 만원 간다고 했다', '만원']",만원 - sk - sk바이오팜 - 갔으면 - 간다고 - 공뇌에게 - 공매로 - 과감한 - 결단으로 - 꿈의가격,0.0,False
sk다 믿고 물량을 흡수한다 적극적으로,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,0.7638724174430807,False
이것들은 노상 적자에,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
빌게이츠랑 밥만 먹고 헤어진겨,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
독감이 심하다던데,1,1_독감_급증_독감이_난리란다,"['독감', '급증', '독감이', '난리란다', 'rsv', '뉴스떴네', '독감유행', '독감실적', '독감인데', '독감장난아니라는']","['독감 비상', '독감 환자가 증가 중입니다', '독감 폐렴 급증 만 갑니다']",독감 - 급증 - 독감이 - 난리란다 - rsv - 뉴스떴네 - 독감유행 - 독감실적 - 독감인데 - 독감장난아니라는,0.5682324491431184,False
순도 퍼,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
작전에 걸리면 개고앵한다 작전에,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
코스 천은,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
공매도,2,2_년차_주식_공매도_강조드렸습니다,"['년차', '주식', '공매도', '강조드렸습니다', '공매는', '눈에', '눈에는', '다보입니다', '계속', '마음편히']","['잘들 주무셨죠 주식 년차 차트분석', '주식 년차 눈에는 다보입니다', '주식 년차 올해의 픽 종목']",년차 - 주식 - 공매도 - 강조드렸습니다 - 공매는 - 눈에 - 눈에는 - 다보입니다 - 계속 - 마음편히,1.0,False
이평선,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
오르긴 거래량 틀렸다,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,0.8688735709735771,False
삼바가 년 꼬라박다가,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,False
개미들만 매수 낼폭락,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,0.8861145642527514,False
바사는 언제쯤 시원하게 한방 터뜨려주노,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,1.0,True
갈아타서 먹었다,0,0_오늘도_다시_겨울이_진짜,"['오늘도', '다시', '겨울이', '진짜', '물량을', '바사', '내가', '보면', '보합', '바사는']","['오늘도 개인만 매수중', '바사는 언제쯤 시원하게 한방 터뜨려주노', '오늘도']",오늘도 - 다시 - 겨울이 - 진짜 - 물량을 - 바사 - 내가 - 보면 - 보합 - 바사는,0.8081122237951672,False
